Id,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,TotalBsmtSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,LotFrontage,LotArea,MasVnrArea,CentralAir,Heating,Electrical,Foundation,Exterior1st,Exterior2nd,RoofStyle,SaleCondition,MoSold,YrSold,SalePrice
3152,NorthVan,Duplex,7.0,6.0,1912,2002,474.927100579862,2197.5683501411845,1.0,1.0,3.0,1.0,9.0,3.0,4.0,858.0148026214677,93.92616475875809,5985.047651175392,0.0,Y,Electric,FuseF,BrkTil,Stucco,Stucco,Metal,Partial,12.0,2023.0,201733.58640292025
3153,Langley,Condo,4.0,5.0,1971,1953,869.0781797750584,1011.3978388885157,2.0,1.0,4.0,0.0,7.0,1.0,2.0,347.35391650323777,86.81019897807812,9108.730392961397,50.00415605142234,Y,Electric,FuseF,CBlock,Stucco,Stucco,Cedar,Normal,10.0,2023.0,152947.7850038777
3154,Coquitlam,Detached,8.0,4.0,1962,2001,1343.2539356156253,1082.688768516224,3.0,1.0,3.0,1.0,8.0,1.0,3.0,,,6082.124427189528,50.37221320185976,Y,Electric,FuseF,Stone,Vinyl,Vinyl,Metal,AdjLand,8.0,2019.0,187853.2686172255
3155,Downtown,Townhouse,5.0,4.0,1971,1999,1117.2185183925133,1787.8979622922047,3.0,1.0,1.0,1.0,8.0,1.0,3.0,257.0557307144369,73.86548324957684,13877.291447481934,0.0,N,Gas,FuseA,Stone,Stucco,Stucco,Asphalt,Partial,5.0,2022.0,163225.17923867403
3156,Delta,Townhouse,5.0,4.0,1955,1984,831.7059587857087,1540.080172540397,2.0,2.0,4.0,1.0,7.0,2.0,0.0,540.8765351771154,93.74101570503356,14906.523303522928,18.094086399527725,Y,Electric,SBrkr,BrkTil,Vinyl,Vinyl,Cedar,Normal,11.0,2020.0,210185.27300545113
3157,Richmond,Detached,4.0,3.0,1922,1991,493.26217121143725,1096.2171748688693,2.0,1.0,2.0,1.0,5.0,2.0,1.0,652.379447124057,83.7176745029674,12828.55019599247,161.56690276148947,Y,Gas,FuseP,BrkTil,Vinyl,Vinyl,TorchOn,Partial,6.0,2020.0,289541.5382863638
3158,Burnaby,Duplex,7.0,7.0,1962,2026,1012.3354901059744,947.3431617650765,3.0,1.0,2.0,1.0,7.0,2.0,0.0,375.8744366827983,,9369.222449855835,106.11091778630802,Y,Gas,FuseP,Stone,Vinyl,Vinyl,Cedar,Abnorml,3.0,2024.0,201371.61196329596
3159,Coquitlam,BasementSuite,10.0,5.0,2006,2022,1349.346342278569,2414.2063805277776,2.0,1.0,4.0,1.0,9.0,1.0,0.0,,58.15683484321708,8964.139019403701,115.17401968224642,Y,Electric,FuseP,PConc,Stucco,Stucco,Cedar,Partial,7.0,2019.0,199003.14606496308
3160,Surrey,Townhouse,7.0,3.0,1939,1981,1295.2927563634423,1456.9470815174204,2.0,2.0,4.0,1.0,4.0,2.0,2.0,218.48132911364507,52.36125960863315,14181.729526476855,23.063969629859784,Y,Radiant,FuseP,BrkTil,Wood,Wood,Asphalt,Abnorml,7.0,2020.0,189199.50627472412
3161,Delta,Condo,5.0,5.0,1943,1942,1675.3732925676318,1552.6105174042793,1.0,1.0,2.0,1.0,10.0,0.0,1.0,606.763255208691,82.58295435145337,10489.175358526609,116.25464960551736,Y,Electric,FuseP,BrkTil,Brick,Brick,TorchOn,Abnorml,1.0,2019.0,157608.76425362253
3162,Coquitlam,Detached,8.0,5.0,1983,2029,821.2894993343928,1555.2080760730794,1.0,1.0,3.0,1.0,4.0,0.0,0.0,524.3830677493168,77.50542585953545,10758.037818335117,108.04375005674243,Y,HeatPump,FuseA,Slab,Stucco,Stucco,Asphalt,AdjLand,5.0,2023.0,121081.16171801632
3163,Downtown,BasementSuite,6.0,4.0,1932,1950,589.0382072000211,578.2576637539945,1.0,1.0,3.0,0.0,8.0,1.0,2.0,105.09463700657034,75.21900148026755,7186.4287519962645,162.2130402370047,N,Gas,FuseF,BrkTil,Brick,Brick,Asphalt,AdjLand,3.0,2020.0,118758.6577731806
3164,Coquitlam,BasementSuite,8.0,4.0,1976,1992,1158.4828425955477,1925.9030098693208,2.0,1.0,1.0,2.0,4.0,0.0,3.0,944.9420201366025,72.76415076502226,10387.04031533506,70.18556138129911,N,Gas,SBrkr,Stone,Brick,Brick,Asphalt,Normal,7.0,2023.0,139222.59002590572
3165,NewWest,BasementSuite,7.0,7.0,1983,1988,1123.9974299890146,1185.888538748862,2.0,2.0,3.0,1.0,7.0,1.0,4.0,281.7325867281972,,14540.832126379937,112.17450394758879,Y,Gas,FuseF,Stone,Wood,Wood,Metal,Partial,1.0,2022.0,126154.14971296719
3166,Surrey,Condo,2.0,3.0,1953,2000,1048.299135525629,1181.6931088573783,0.0,1.0,4.0,1.0,6.0,2.0,2.0,378.81471848792415,57.90041479876858,9258.736355386649,37.30315598788248,Y,Gas,Mix,PConc,Wood,Wood,Cedar,Normal,5.0,2021.0,90650.27184183738
3167,Burnaby,Duplex,4.0,4.0,1947,2022,788.7606965825494,1525.8109492096328,3.0,1.0,3.0,2.0,6.0,1.0,4.0,469.0999977980748,86.91769278609686,8766.250735919297,121.08584882891762,Y,Electric,FuseA,Stone,Stucco,Stucco,TorchOn,Normal,5.0,2023.0,147556.13418898036
3168,Coquitlam,BasementSuite,7.0,2.0,1927,1991,121.31731493614222,439.3506120246807,1.0,1.0,2.0,1.0,8.0,2.0,2.0,433.60254629578174,68.8491496588462,12433.098721680348,139.29971309096896,Y,Electric,FuseP,PConc,Wood,Wood,Asphalt,Partial,1.0,2021.0,127534.69521122405
3169,Burnaby,Townhouse,6.0,8.0,1946,1977,697.6853582469118,622.501409269728,1.0,0.0,4.0,0.0,5.0,1.0,,382.94368678922524,81.33567132312376,7952.743880147536,58.36751730241306,Y,Electric,FuseP,Stone,Brick,Brick,Metal,AdjLand,9.0,2020.0,160172.67480488928
3170,Richmond,Townhouse,4.0,6.0,1987,1997,,1920.3974501520338,2.0,1.0,1.0,1.0,3.0,0.0,2.0,769.5491365289713,67.775338360559,,0.0,Y,Gas,Mix,CBlock,Brick,Brick,Metal,AdjLand,6.0,2017.0,115029.27707480565
3171,Downtown,BasementSuite,5.0,5.0,1995,1955,1149.3872594404402,1830.683160103182,2.0,1.0,2.0,1.0,5.0,0.0,3.0,315.2588934629837,,14060.694438990931,59.88653329020527,Y,HeatPump,Mix,PConc,Vinyl,Vinyl,Cedar,Abnorml,10.0,2021.0,231340.43918294637
3172,Surrey,Townhouse,3.0,4.0,1971,1972,1387.8424002051208,1100.073739190001,4.0,1.0,3.0,1.0,9.0,1.0,0.0,209.38221263064338,76.51196919460239,10861.853692974859,9.73627690891658,Y,HeatPump,FuseP,PConc,Brick,Brick,Metal,Normal,6.0,2022.0,194756.1239131325
3173,Richmond,Condo,6.0,4.0,1951,1984,1170.8136681613616,2057.1846110949864,2.0,1.0,3.0,2.0,5.0,3.0,2.0,613.0825926344854,,10397.304099466572,26.42665757413269,N,HeatPump,FuseP,CBlock,Brick,Brick,Cedar,AdjLand,10.0,2018.0,259150.65131171013
3174,Coquitlam,Detached,9.0,5.0,1972,2003,1307.6060349041556,2177.3588986392074,3.0,2.0,2.0,2.0,7.0,3.0,2.0,249.11392429832975,53.63187933008324,7346.984030988255,142.24819120783883,Y,Electric,SBrkr,PConc,Vinyl,Vinyl,Metal,Normal,10.0,2021.0,219506.9297029035
3175,Langley,Condo,7.0,6.0,1945,2024,1317.6562073537634,823.9535440013263,2.0,1.0,2.0,1.0,7.0,0.0,3.0,140.40029484559733,,2784.130767605254,0.0,Y,Radiant,FuseP,PConc,Wood,Wood,Cedar,Partial,6.0,2020.0,192439.09436900204
3176,Downtown,Condo,9.0,3.0,1975,2017,1057.1663096149748,1669.868085486936,3.0,1.0,4.0,2.0,7.0,1.0,4.0,706.8548964090611,34.530342531191984,5336.683074765817,97.81994171118946,N,Electric,FuseP,CBlock,Brick,Brick,Metal,Partial,7.0,2021.0,191130.29616384703
3177,NorthVan,Condo,7.0,4.0,1992,2013,1059.6245638064922,1237.4269859248052,2.0,1.0,2.0,1.0,9.0,0.0,1.0,468.4406836802736,49.502715261660676,14678.3235193285,104.7281578800556,Y,Electric,Mix,CBlock,Wood,Wood,Asphalt,Abnorml,7.0,2021.0,200911.14286263008
3178,Richmond,BasementSuite,8.0,6.0,1956,2017,31.89814870486066,400.0,1.0,0.0,2.0,0.0,7.0,0.0,2.0,498.77875618489514,116.21458285003746,5761.449962588858,164.19105041666688,Y,Gas,SBrkr,PConc,Vinyl,Vinyl,Metal,AdjLand,3.0,2024.0,90444.73538151124
3179,Burnaby,Detached,9.0,7.0,1945,2004,820.1955708232517,839.0057778848824,1.0,1.0,2.0,0.0,6.0,1.0,2.0,750.9155151521693,40.80769019399872,13610.967853239203,0.0,N,Electric,FuseP,CBlock,Vinyl,Vinyl,TorchOn,Partial,4.0,2023.0,185178.18283921483
3180,NorthVan,BasementSuite,7.0,6.0,1955,1991,835.3090458751524,1680.7013144845082,,1.0,3.0,1.0,7.0,0.0,2.0,521.4414369798403,102.26902002734876,13967.840127754214,89.47362077639032,Y,Gas,Mix,Slab,Vinyl,Vinyl,TorchOn,Partial,5.0,2018.0,174913.83846078312
3181,NewWest,Detached,6.0,4.0,2002,1964,1011.918695150653,1039.558334429128,2.0,1.0,3.0,1.0,5.0,2.0,3.0,744.5206902565558,,8967.378657718682,0.0,Y,Radiant,SBrkr,Stone,Wood,Wood,Asphalt,Abnorml,6.0,2023.0,183747.9030085613
3182,Burnaby,Duplex,8.0,5.0,2053,1990,724.3814078749125,2051.8822820111436,1.0,1.0,2.0,0.0,10.0,3.0,1.0,516.1090983761579,91.31917670700784,7636.7695414608625,59.09036055417777,Y,Radiant,FuseP,CBlock,Wood,Wood,Metal,Partial,11.0,2022.0,194224.72782955313
3183,NorthVan,Condo,8.0,6.0,1989,-9223372036854775808,1378.1474048153798,1592.5939820663461,1.0,1.0,3.0,1.0,5.0,3.0,3.0,679.310123492387,56.22583710503445,11698.052157981554,37.21552205565957,Y,Gas,FuseA,Stone,Stucco,Stucco,Asphalt,Normal,4.0,2019.0,200339.61261399297
3184,Downtown,Condo,5.0,5.0,1967,1976,741.4715123639182,2560.974721497179,3.0,1.0,4.0,2.0,2.0,0.0,1.0,214.94033438856349,38.83895930571305,9877.193780783478,0.0,Y,Electric,Mix,PConc,Vinyl,Vinyl,TorchOn,Normal,5.0,2019.0,93281.45760641653
3185,Surrey,BasementSuite,5.0,,-9223372036854775808,1991,1435.8514245660267,696.6279163823933,0.0,2.0,4.0,1.0,8.0,1.0,3.0,667.8849007468003,76.55874735846406,9400.972587471333,130.78175918453803,Y,Radiant,SBrkr,PConc,Wood,Wood,Cedar,Normal,8.0,2023.0,56212.523858912304
3186,Richmond,BasementSuite,6.0,4.0,1938,1991,713.5957376580834,2352.978284383894,3.0,1.0,4.0,0.0,10.0,3.0,4.0,382.6511333729142,69.10272431815856,16033.877752235894,150.80237487917645,Y,Gas,SBrkr,PConc,Stucco,Stucco,TorchOn,AdjLand,8.0,2020.0,170728.06115747333
3187,Richmond,Detached,7.0,7.0,1982,1974,838.6770714093971,2037.2007895253566,1.0,1.0,3.0,1.0,2.0,1.0,2.0,529.4768978261619,60.35845379041739,13895.902476792542,185.64372682970958,Y,Gas,FuseA,CBlock,Stucco,Stucco,Metal,AdjLand,8.0,2020.0,149699.8902986847
3188,NorthVan,Townhouse,7.0,5.0,1946,1946,812.0656764232092,1419.8535140105635,4.0,0.0,4.0,0.0,3.0,2.0,2.0,523.1642612858047,83.65800222470861,12213.907742704425,199.73680809010597,N,Electric,SBrkr,PConc,Vinyl,Vinyl,Asphalt,Partial,1.0,2021.0,130822.63739250609
3189,Downtown,Townhouse,4.0,4.0,2000,1975,876.3180967324665,2224.2335771373896,0.0,1.0,4.0,1.0,5.0,2.0,2.0,730.5668257161218,,12795.290867944572,94.8011192504362,Y,Radiant,FuseP,PConc,Vinyl,Vinyl,TorchOn,AdjLand,4.0,2024.0,173865.5623122435
3190,Coquitlam,Condo,9.0,6.0,1951,1983,1462.523281114558,1440.5493188467283,0.0,2.0,2.0,1.0,2.0,2.0,0.0,237.83636596594,58.75046235088864,10432.337696416662,285.31633478019023,Y,Electric,FuseP,Slab,Wood,Wood,Asphalt,AdjLand,6.0,2021.0,213553.6530491629
3191,Burnaby,Detached,5.0,4.0,2012,1994,935.5203802255467,2288.713810573378,2.0,1.0,4.0,1.0,8.0,1.0,1.0,380.86286166505664,89.83050174833554,14171.983342147447,132.4444139826107,Y,Radiant,Mix,PConc,Vinyl,Vinyl,TorchOn,Abnorml,4.0,2020.0,181693.42819593172
3192,NorthVan,BasementSuite,6.0,5.0,1957,2007,944.4204715372218,1087.120752896199,3.0,2.0,5.0,0.0,6.0,,2.0,303.23541827009507,,8190.487465862467,0.0,N,Electric,SBrkr,CBlock,Brick,Brick,Asphalt,AdjLand,8.0,2022.0,111945.52966724486
3193,NewWest,Condo,5.0,7.0,2004,1982,790.3711801438437,1582.4709364373268,4.0,2.0,3.0,0.0,6.0,0.0,3.0,214.7626198600255,30.865690104152364,11386.035083637275,128.20803116544624,Y,Radiant,FuseA,Slab,Stucco,Stucco,TorchOn,Normal,5.0,2022.0,171966.49547783568
3194,Delta,BasementSuite,10.0,3.0,1990,1980,959.072284071326,1447.1765481262867,3.0,2.0,3.0,1.0,5.0,0.0,1.0,957.2962497091124,,9979.605491944214,91.56140648322749,Y,HeatPump,SBrkr,PConc,Stucco,Stucco,Asphalt,Normal,4.0,2023.0,144840.0205600636
3195,Burnaby,Townhouse,6.0,7.0,1995,1974,1125.7569783227043,855.35269426298,2.0,1.0,4.0,2.0,6.0,1.0,2.0,480.23474804131297,65.29743062908089,7581.093474337818,156.12550065374566,N,HeatPump,FuseA,Stone,Stucco,Stucco,Asphalt,AdjLand,7.0,2023.0,122699.15550826085
3196,Langley,Condo,5.0,3.0,1967,1988,974.6936943817411,1057.0369835306083,1.0,1.0,2.0,1.0,8.0,0.0,2.0,525.5078652070613,95.25706376988592,11898.108040592746,0.0,Y,Electric,FuseF,Slab,Brick,Brick,Metal,Abnorml,4.0,2022.0,223803.28933703637
3197,Surrey,Duplex,7.0,6.0,1950,2013,997.3979125177597,1608.9520349718978,1.0,1.0,4.0,2.0,7.0,2.0,2.0,246.22461469299216,46.85872326536177,11164.733886141075,78.36290835525305,N,HeatPump,SBrkr,Stone,Wood,Wood,TorchOn,Normal,3.0,2019.0,179417.06964076214
3198,Delta,BasementSuite,7.0,4.0,2000,1963,1405.610637761579,1407.2402675699059,1.0,0.0,5.0,2.0,8.0,1.0,1.0,812.1633843730532,52.28033174097486,10854.577156716488,210.81896190786853,Y,HeatPump,FuseF,Stone,Vinyl,Vinyl,Asphalt,AdjLand,2.0,2021.0,159977.84406421357
3199,Richmond,BasementSuite,6.0,7.0,2023,1940,1145.7773083893549,1658.540419801011,2.0,1.0,4.0,1.0,4.0,1.0,2.0,374.871484584591,,8167.4451707421795,8.632482753401874,Y,Gas,FuseF,CBlock,Vinyl,Vinyl,Asphalt,Abnorml,6.0,2019.0,219063.20602853532
3200,Coquitlam,Condo,7.0,4.0,1939,1995,647.1903127415092,1075.1803182671008,2.0,1.0,2.0,0.0,5.0,1.0,4.0,436.8718999015749,93.35343852960835,11969.076971768038,274.2619243969785,Y,HeatPump,FuseA,BrkTil,Stucco,Stucco,TorchOn,Normal,6.0,2019.0,250631.55491360626
3201,Delta,Condo,5.0,4.0,1984,2019,1020.1571657785926,984.3914202106282,2.0,1.0,3.0,1.0,6.0,2.0,1.0,377.40897408148373,85.91034587980612,3788.801433231698,51.02940271171984,Y,HeatPump,Mix,BrkTil,Stucco,Stucco,TorchOn,AdjLand,6.0,2023.0,180799.12095185806
3202,Surrey,BasementSuite,5.0,4.0,1984,1997,861.5774364924831,1221.5519797302518,1.0,1.0,3.0,1.0,6.0,0.0,3.0,838.4553166866024,110.19877740057703,11628.068333144978,46.307076261947856,Y,Radiant,SBrkr,PConc,Vinyl,Vinyl,Metal,AdjLand,3.0,,290102.21712303406
3203,Richmond,Townhouse,3.0,1.0,1974,1965,1232.3590851394729,1623.6410668867786,2.0,1.0,2.0,1.0,8.0,0.0,3.0,594.2025705674057,93.25633901031735,7476.321388941584,24.328107710794313,Y,Gas,FuseA,PConc,Wood,Wood,TorchOn,AdjLand,2.0,2021.0,230176.6926821299
3204,Langley,Condo,4.0,3.0,2012,1987,1086.0289325843764,1394.84172624383,2.0,1.0,4.0,1.0,7.0,1.0,3.0,616.2453848434756,75.38802702533991,9549.361927756023,0.0,N,HeatPump,SBrkr,Slab,Wood,Wood,Asphalt,AdjLand,8.0,2022.0,218195.61805945958
3205,Coquitlam,Detached,9.0,2.0,1946,1991,1445.6087836179456,1285.7462256664144,1.0,1.0,3.0,1.0,6.0,2.0,1.0,179.56856933019338,77.25994031586991,6688.401993539086,249.75145055257562,Y,Radiant,FuseA,BrkTil,Brick,Brick,Asphalt,AdjLand,,2023.0,180378.45953797005
3206,Surrey,Townhouse,8.0,2.0,2002,2007,790.9855510462594,1838.169459328694,1.0,1.0,5.0,1.0,7.0,0.0,0.0,415.8716388818481,56.55283611684252,12178.43546942594,219.6994603482889,Y,Electric,FuseP,PConc,Wood,Wood,Cedar,AdjLand,5.0,2023.0,190591.5038072108
3207,Delta,Duplex,6.0,5.0,1961,1968,982.6529432020666,1723.0969450045886,3.0,1.0,4.0,2.0,4.0,1.0,0.0,779.40028245241,28.613361974776893,14269.672658530933,,N,Gas,FuseF,Slab,Brick,Brick,Metal,Normal,6.0,2022.0,125192.94009560952
3208,Langley,Duplex,8.0,7.0,1899,2029,677.5600460497217,1726.403176744623,2.0,1.0,4.0,0.0,4.0,0.0,3.0,417.30659595867394,,6361.576046889682,141.23763168015242,Y,Gas,FuseF,Stone,Brick,Brick,Asphalt,Partial,1.0,2021.0,118811.18454414152
3209,Delta,Detached,6.0,8.0,1926,1979,1035.3689733613842,1461.9118890653028,2.0,2.0,3.0,2.0,3.0,0.0,2.0,510.53364854048596,93.01293564686159,8407.247294300607,98.58553280732835,Y,Gas,SBrkr,PConc,Stucco,Stucco,Metal,AdjLand,3.0,2022.0,203415.381316769
3210,Surrey,Condo,6.0,3.0,1971,1973,512.1966441596225,1142.889689179192,1.0,1.0,4.0,0.0,11.0,0.0,,246.27945852825727,27.570847324632346,11952.386429530923,46.11958547193351,Y,Radiant,FuseF,Stone,Vinyl,Vinyl,Cedar,AdjLand,10.0,2022.0,270611.82906946394
3211,Burnaby,Duplex,6.0,5.0,2006,1997,,871.3323384622586,3.0,0.0,4.0,1.0,6.0,0.0,2.0,327.2465867244898,94.07188848323011,9769.28117054876,1.200715167047818,Y,HeatPump,Mix,PConc,Brick,Brick,Cedar,Partial,6.0,2022.0,149832.98728099783
3212,Richmond,Detached,6.0,7.0,2002,1955,1030.5891451342013,1338.2074661994072,2.0,1.0,5.0,2.0,6.0,1.0,3.0,679.1018225500097,,9848.772205333413,191.21613958140748,Y,Radiant,FuseP,BrkTil,Wood,Wood,Metal,Abnorml,5.0,2021.0,71609.81545057318
3213,NewWest,Condo,6.0,3.0,1973,2041,1104.3146583167756,1555.7819192890806,3.0,2.0,3.0,2.0,7.0,2.0,3.0,407.3268449188248,51.4454490133909,11886.485971957649,197.93759650226883,N,Electric,SBrkr,PConc,Vinyl,Vinyl,Cedar,AdjLand,9.0,2022.0,149922.76865538786
3214,Burnaby,Detached,8.0,7.0,1935,2001,1325.8471252929576,1935.3633350596851,2.0,1.0,2.0,1.0,6.0,0.0,1.0,797.5204461103131,61.30366019952273,8997.989867588163,0.0,Y,Gas,SBrkr,PConc,Stucco,Stucco,TorchOn,AdjLand,12.0,2021.0,186849.9617877691
3215,Richmond,BasementSuite,6.0,7.0,1933,1983,1128.6808712534685,1356.352068439705,2.0,1.0,1.0,1.0,7.0,1.0,1.0,510.40338689312017,92.3035283671507,9060.630806793606,172.5192894879821,Y,Electric,FuseA,Stone,Brick,Brick,Cedar,Partial,10.0,2021.0,58835.272422786715
3216,Richmond,Detached,7.0,2.0,1982,1965,603.1278622656296,908.634786596546,1.0,1.0,3.0,1.0,6.0,1.0,,423.00283715038967,111.1194838883681,8271.723948433628,9.277439790619354,Y,HeatPump,FuseF,CBlock,Brick,Brick,Metal,Normal,4.0,2022.0,125124.5141325063
3217,NewWest,Townhouse,8.0,1.0,1968,1985,855.4445285608967,822.3047059889026,4.0,1.0,3.0,1.0,8.0,3.0,3.0,285.9394804811541,,10706.814238592373,89.16419994997315,Y,HeatPump,FuseF,Slab,Brick,Brick,Cedar,Normal,8.0,2024.0,240024.29730302945
3218,Richmond,Townhouse,7.0,4.0,1999,2014,1021.9364499994147,1602.7791515343313,3.0,1.0,2.0,1.0,9.0,1.0,4.0,590.5398453968126,,10753.273370619392,11.971311211810885,N,Radiant,Mix,PConc,Wood,Wood,Asphalt,Abnorml,7.0,2021.0,148230.58317182906
3219,Langley,BasementSuite,5.0,6.0,1960,1980,935.1651854973312,1899.4347331066401,2.0,0.0,3.0,1.0,7.0,2.0,4.0,817.842902548017,,10965.841378315321,153.54680292153898,Y,Radiant,FuseA,Stone,Stucco,Stucco,Cedar,Abnorml,7.0,2023.0,200269.21874818738
3220,Burnaby,Condo,4.0,3.0,1946,1971,977.9146862257963,838.2952620369397,3.0,1.0,4.0,1.0,9.0,0.0,4.0,511.16784786329134,24.669729459070446,8310.356775816836,9.361004059683339,Y,HeatPump,FuseP,CBlock,Brick,Brick,Asphalt,Partial,6.0,2020.0,184746.06678517195
3221,Burnaby,Condo,6.0,2.0,1961,2007,1617.508377853212,2077.952128722241,2.0,1.0,2.0,1.0,8.0,1.0,3.0,553.6899156897886,63.93766945813959,8641.109329586992,12.508965959845796,Y,Electric,FuseA,Slab,Stucco,Stucco,Metal,Partial,6.0,2022.0,135276.65715536327
3222,Delta,Duplex,6.0,5.0,1969,1963,1085.124406130366,924.404517202803,0.0,2.0,3.0,2.0,5.0,0.0,2.0,482.9690663087799,91.63491038244462,9614.157406991137,196.07370683619305,Y,Radiant,SBrkr,BrkTil,Vinyl,Vinyl,Metal,Abnorml,7.0,2022.0,115197.52208886019
3223,Coquitlam,Detached,6.0,6.0,1909,1995,1183.790865791911,1143.9928231645736,3.0,0.0,3.0,1.0,4.0,1.0,3.0,609.1069381646663,,9588.888293784012,84.84364002414382,Y,Electric,FuseP,Slab,Vinyl,Vinyl,TorchOn,AdjLand,9.0,2020.0,139077.7105755663
3224,Coquitlam,BasementSuite,6.0,4.0,1984,-9223372036854775808,346.9194765502616,2012.2221645980042,3.0,1.0,3.0,2.0,2.0,1.0,3.0,636.452966722826,,8925.965556784853,145.62521710897528,Y,HeatPump,FuseP,Slab,Brick,Brick,Asphalt,Abnorml,5.0,2022.0,178270.17068409026
3225,Coquitlam,BasementSuite,10.0,4.0,1974,1999,1311.1016282815035,1258.712919844767,1.0,1.0,4.0,1.0,6.0,0.0,1.0,501.0051900694531,35.41791720688154,10844.529636257344,12.073443321248817,N,Radiant,SBrkr,PConc,Vinyl,Vinyl,Asphalt,Normal,3.0,2019.0,149891.5682356377
3226,Delta,Condo,4.0,6.0,1998,2000,2048.186657845441,1428.4131639687646,3.0,1.0,3.0,1.0,6.0,2.0,3.0,253.3662633649516,,10765.125682394882,58.16618435100748,N,Gas,FuseP,CBlock,Vinyl,Vinyl,TorchOn,AdjLand,6.0,2020.0,165391.14321445793
3227,NorthVan,Duplex,3.0,4.0,1993,1966,1520.9789476997928,1697.7906254482566,1.0,2.0,3.0,1.0,7.0,2.0,3.0,722.979467957859,89.7435680103996,9365.593227255158,182.37633500133316,Y,Radiant,FuseP,BrkTil,Brick,Brick,Metal,Abnorml,3.0,2022.0,199131.74453280118
3228,NewWest,Detached,6.0,,2002,1985,895.933435630731,2096.3316595290275,2.0,1.0,2.0,2.0,5.0,2.0,2.0,381.4152257605825,42.925161447394316,10743.547747980088,167.6932443891041,Y,Gas,FuseP,CBlock,Stucco,Stucco,Cedar,Partial,4.0,2022.0,136508.5904367086
3229,NewWest,BasementSuite,5.0,5.0,2020,1983,1848.3700982737255,1455.8851435126662,2.0,1.0,2.0,1.0,8.0,1.0,3.0,745.1360306799436,77.9615454053637,7596.410783839133,0.0,Y,Gas,FuseP,Stone,Stucco,Stucco,Asphalt,AdjLand,4.0,2021.0,167775.37432967583
3230,Delta,Detached,6.0,6.0,1974,1993,1059.6237283084388,1555.0610383274775,2.0,1.0,3.0,1.0,10.0,0.0,2.0,271.7312583273371,81.10476119674561,10461.504813055517,0.0,N,Radiant,SBrkr,CBlock,Stucco,Stucco,Cedar,Abnorml,1.0,2021.0,186343.4153984371
3231,Delta,Condo,7.0,5.0,1903,1945,1157.2911967824898,1415.0055642229595,2.0,1.0,3.0,0.0,7.0,2.0,4.0,806.2251910077157,,8657.549917401326,327.97279175941696,Y,Electric,Mix,CBlock,Vinyl,Vinyl,Metal,Abnorml,8.0,2024.0,201283.5610666007
3232,Richmond,BasementSuite,8.0,7.0,1995,1955,956.3973244742643,803.599903336787,0.0,1.0,2.0,1.0,4.0,0.0,3.0,441.17074033156734,96.54736277405412,10776.899434294506,86.6294444665753,Y,HeatPump,FuseP,Stone,Vinyl,Vinyl,TorchOn,Abnorml,9.0,2022.0,131215.21299762678
3233,Downtown,Condo,4.0,6.0,2005,2044,947.3383961281527,2142.2279296838196,2.0,1.0,2.0,0.0,9.0,0.0,3.0,399.7191476223826,71.76832072963676,12679.450183160672,47.72224315224371,Y,Electric,SBrkr,Slab,Vinyl,Vinyl,Cedar,Abnorml,6.0,2020.0,237822.6747408639
3234,Delta,Duplex,5.0,4.0,1963,2008,263.1666825301255,400.0,4.0,1.0,3.0,1.0,3.0,1.0,3.0,325.7752127291443,28.513945981223983,7942.039756926772,139.8026370647835,Y,HeatPump,FuseP,CBlock,Wood,Wood,Asphalt,Abnorml,8.0,2019.0,132043.7514216232
3235,NorthVan,BasementSuite,7.0,3.0,1909,1984,1325.62291116026,1651.1826673205833,2.0,1.0,5.0,0.0,6.0,1.0,1.0,543.8925651146101,66.24172139455307,6623.254430670657,0.0,Y,Radiant,FuseA,BrkTil,Stucco,Stucco,Metal,Partial,4.0,2023.0,108076.79550622027
3236,Richmond,Detached,7.0,6.0,2001,1991,946.0506273846069,2073.4945228754564,2.0,0.0,2.0,1.0,3.0,1.0,3.0,282.66355493785505,47.555962492875246,10484.494381329336,84.15004960792433,Y,Electric,SBrkr,CBlock,Stucco,Stucco,Cedar,Partial,1.0,2020.0,272924.41465518624
3237,Delta,Townhouse,9.0,7.0,1969,2040,984.1787592442006,2149.634544266719,3.0,0.0,2.0,1.0,4.0,0.0,3.0,743.5137498271121,97.09699929833155,10047.412154665486,9.770662325087144,Y,Electric,FuseA,Stone,Wood,Wood,Metal,Partial,11.0,2022.0,104449.68202074409
3238,Burnaby,BasementSuite,7.0,5.0,1929,1943,1145.6681754484641,1085.0272907122699,2.0,1.0,2.0,1.0,7.0,3.0,3.0,382.2199115229383,78.97646390483871,10378.30527886426,0.0,N,Radiant,SBrkr,Slab,Vinyl,Vinyl,TorchOn,Normal,5.0,2020.0,141016.06392845552
3239,Delta,Condo,6.0,5.0,1961,1992,904.8976179946811,1699.452089994493,2.0,0.0,3.0,1.0,5.0,1.0,2.0,644.7433098909929,38.98039509749249,8997.043406076731,,Y,HeatPump,FuseA,CBlock,Brick,Brick,Cedar,Partial,7.0,2023.0,137028.79991541576
